Brand,Vendor Code,Vendor Name,Vendor Type,Vendor Address,Vendor City,Vendor State,Vendor Pin,Vendor Email,Vendor Phone
Sony,7100000678,Sony India Private Limited Kar,Brand Call-Log,,,,,,
Sony,7100000679,Sony India Private Limited Tam,Brand Call-Log,,,,,,
Sony,7100000680,Sony India Private Limited Del,Brand Call-Log,,,,,,
Sony,7100000681,Sony India Private Limited Guj,Brand Call-Log,,,,,,
Sennheiser,7100000682,Sennheiser Electronics I P Ltd Mah,Brand Call-Log,,,,,,
Sennheiser,7100000683,Sennheiser Electronics I P Ltd Har,Brand Call-Log,,,,,,
Sennheiser,7100000684,Sennheiser Electronics I P Ltd Kar,Brand Call-Log,,,,,,
Sennheiser,7100000685,Sennheiser Electronics I P Ltd Del,Brand Call-Log,,,,,,
Savex,7100000686,Savex Technologies Pvt Ltd Mah,Brand Call-Log,,,,,,
Savex,7100000687,Savex Technologies Pvt Ltd Tel,Brand Call-Log,,,,,,
Savex,7100000688,Savex Technologies Pvt Ltd Har,Brand Call-Log,,,,,,
Savex,7100000689,Savex Technologies Pvt Ltd Utt,Brand Call-Log,,,,,,
Savex,7100000690,Savex Technologies Pvt Ltd Kar,Brand Call-Log,,,,,,
Savex,7100000691,Savex Technologies Pvt Ltd Tam,Brand Call-Log,,,,,,
Savex,7100000692,Savex Technologies Pvt Ltd Del,Brand Call-Log,,,,,,
Savex,7100000693,Savex Technologies Pvt Ltd Guj,Brand Call-Log,,,,,,
Samsung,7100000694,Samsung India Electronics PLtd Mah,Brand Call-Log,,,,,,
Samsung,7100000695,Samsung India Electronics PLtd Cha,Brand Call-Log,,,,,,
Samsung,7100000696,Samsung India Electronics PLtd Tel,Brand Call-Log,,,,,,
Samsung,7100000697,Samsung India Electronics PLtd Har,Brand Call-Log,,,,,,
Samsung,7100000698,Samsung India Electronics PLtd Utt,Brand Call-Log,,,,,,
Samsung,7100000699,Samsung India Electronics PLtd Kar,Brand Call-Log,,,,,,
Samsung,7100000700,Samsung India Electronics PLtd Tam,Brand Call-Log,,,,,,
Samsung,7100000701,Samsung India Electronics PLtd Del,Brand Call-Log,,,,,,
Samsung,7100000702,Samsung India Electronics PLtd Guj,Brand Call-Log,,,,,,
Samsung,7100000703,Samsung (I) Electronics Pvt Lt Mah,Brand Call-Log,,,,,,
Samsung,7100000704,Samsung (I) Electronics Pvt Lt Cha,Brand Call-Log,,,,,,
Samsung,7100000705,Samsung (I) Electronics Pvt Lt Tel,Brand Call-Log,,,,,,
Samsung,7100000706,Samsung (I) Electronics Pvt Lt Har,Brand Call-Log,,,,,,
Samsung,7100000707,Samsung (I) Electronics Pvt Lt Utt,Brand Call-Log,,,,,,
Samsung,7100000708,Samsung (I) Electronics Pvt Lt Kar,Brand Call-Log,,,,,,
Samsung,7100000709,Samsung (I) Electronics Pvt Lt Tam,Brand Call-Log,,,,,,
Samsung,7100000710,Samsung (I) Electronics Pvt Lt Del,Brand Call-Log,,,,,,
Samsung,7100000711,Samsung (I) Electronics Pvt Lt Guj,Brand Call-Log,,,,,,
Rx Infotech,7100000712,Rx infotech Private Limited Mah,Brand Call-Log,,,,,,
Rx Infotech,7100000713,Rx infotech Private Limited Tel,Brand Call-Log,,,,,,
Rx Infotech,7100000714,Rx infotech Private Limited Har,Brand Call-Log,,,,,,
Rx Infotech,7100000715,Rx infotech Private Limited Utt,Brand Call-Log,,,,,,
Rx Infotech,7100000716,Rx infotech Private Limited Kar,Brand Call-Log,,,,,,
Rx Infotech,7100000717,Rx infotech Private Limited Tam,Brand Call-Log,,,,,,
Rx Infotech,7100000718,Rx infotech Private Limited Del,Brand Call-Log,,,,,,
Rx Infotech,7100000719,Rx infotech Private Limited Guj,Brand Call-Log,,,,,,
Rx Infotech,7100000720,RX Infotech P Limited Mah,Brand Call-Log,,,,,,
Rx Infotech,7100000721,RX Infotech P Limited Tel,Brand Call-Log,,,,,,
Rx Infotech,7100000722,RX Infotech P Limited Har,Brand Call-Log,,,,,,
Rx Infotech,7100000723,RX Infotech P Limited Utt,Brand Call-Log,,,,,,
Rx Infotech,7100000724,RX Infotech P Limited Kar,Brand Call-Log,,,,,,
Rx Infotech,7100000725,RX Infotech P Limited Tam,Brand Call-Log,,,,,,
Rx Infotech,7100000726,RX Infotech P Limited Del,Brand Call-Log,,,,,,
Rx Infotech,7100000727,RX Infotech P Limited Guj,Brand Call-Log,,,,,,
Redington,7100000728,Redington India Ltd Mah,Brand Call-Log,,,,,,
Redington,7100000729,Redington India Ltd Cha,Brand Call-Log,,,,,,
Redington,7100000730,Redington India Ltd Tel,Brand Call-Log,,,,,,
Redington,7100000731,Redington India Ltd Har,Brand Call-Log,,,,,,
Redington,7100000732,Redington India Ltd Utt,Brand Call-Log,,,,,,
Redington,7100000733,Redington India Ltd Kar,Brand Call-Log,,,,,,
Redington,7100000734,Redington India Ltd Tam,Brand Call-Log,,,,,,
Redington,7100000735,Redington India Ltd Del,Brand Call-Log,,,,,,
Redington,7100000736,Redington India Ltd Guj,Brand Call-Log,,,,,,
Rashi,7100000737,Rashi Peripherals Pvt Ltd   MH Mah,Brand Call-Log,,,,,,
Rashi,7100000738,Rashi Peripherals Pvt Ltd   MH Cha,Brand Call-Log,,,,,,
Rashi,7100000739,Rashi Peripherals Pvt Ltd   MH Tel,Brand Call-Log,,,,,,
Rashi,7100000740,Rashi Peripherals Pvt Ltd   MH Har,Brand Call-Log,,,,,,
Rashi,7100000741,Rashi Peripherals Pvt Ltd   MH Utt,Brand Call-Log,,,,,,
Rashi,7100000742,Rashi Peripherals Pvt Ltd   MH Kar,Brand Call-Log,,,,,,
Rashi,7100000743,Rashi Peripherals Pvt Ltd   MH Tam,Brand Call-Log,,,,,,
Rashi,7100000744,Rashi Peripherals Pvt Ltd   MH Del,Brand Call-Log,,,,,,
Rashi,7100000745,Rashi Peripherals Pvt Ltd   MH Guj,Brand Call-Log,,,,,,
Preethi,7100000746,Preethi Kitchen Appliances P L Mah,Brand Call-Log,,,,,,
Preethi,7100000747,Preethi Kitchen Appliances P L Tel,Brand Call-Log,,,,,,
Preethi,7100000748,Preethi Kitchen Appliances P L Har,Brand Call-Log,,,,,,
Preethi,7100000749,Preethi Kitchen Appliances P L Kar,Brand Call-Log,,,,,,
Preethi,7100000750,Preethi Kitchen Appliances P L Tam,Brand Call-Log,,,,,,
Preethi,7100000751,Preethi Kitchen Appliances P L Guj,Brand Call-Log,,,,,,
Philips,7100000752,Philips Electronics  Appliances Mah,Brand Call-Log,,,,,,
Philips,7100000753,Philips Electronics  Appliances Cha,Brand Call-Log,,,,,,
Philips,7100000754,Philips Electronics  Appliances Har,Brand Call-Log,,,,,,
Philips,7100000755,Philips Electronics  Appliances Utt,Brand Call-Log,,,,,,
Philips,7100000756,Philips Electronics  Appliances Kar,Brand Call-Log,,,,,,
Philips,7100000757,Philips Electronics  Appliances Tam,Brand Call-Log,,,,,,
Philips,7100000758,Philips Electronics  Appliances Del,Brand Call-Log,,,,,,
Philips,7100000759,Philips Electronics  Appliances Guj,Brand Call-Log,,,,,,
Panasonic,7100000760,Panasonic Appl India Co Ltd Mah,Brand Call-Log,,,,,,
Panasonic,7100000761,Panasonic Appl India Co Ltd Cha,Brand Call-Log,,,,,,
Panasonic,7100000762,Panasonic Appl India Co Ltd Tel,Brand Call-Log,,,,,,
Panasonic,7100000763,Panasonic Appl India Co Ltd Har,Brand Call-Log,,,,,,
Panasonic,7100000764,Panasonic Appl India Co Ltd Utt,Brand Call-Log,,,,,,
Panasonic,7100000765,Panasonic Appl India Co Ltd Kar,Brand Call-Log,,,,,,
Panasonic,7100000766,Panasonic Appl India Co Ltd Tam,Brand Call-Log,,,,,,
Panasonic,7100000767,Panasonic Appl India Co Ltd Del,Brand Call-Log,,,,,,
Panasonic,7100000768,Panasonic Appl India Co Ltd Guj,Brand Call-Log,,,,,,
Panasonic,7100000769,Panasonic India Private Ltd Mah,Brand Call-Log,,,,,,
Panasonic,7100000770,Panasonic India Private Ltd Cha,Brand Call-Log,,,,,,
Panasonic,7100000771,Panasonic India Private Ltd Tel,Brand Call-Log,,,,,,
Panasonic,7100000772,Panasonic India Private Ltd Har,Brand Call-Log,,,,,,
Panasonic,7100000773,Panasonic India Private Ltd Utt,Brand Call-Log,,,,,,
Panasonic,7100000774,Panasonic India Private Ltd Kar,Brand Call-Log,,,,,,
Panasonic,7100000775,Panasonic India Private Ltd Tam,Brand Call-Log,,,,,,
Panasonic,7100000776,Panasonic India Private Ltd Del,Brand Call-Log,,,,,,
Panasonic,7100000777,Panasonic India Private Ltd Guj,Brand Call-Log,,,,,,
Moksha,7100000778,Moksha Enterprises Mah,Brand Call-Log,,,,,,
Moksha,7100000779,Moksha Enterprises Cha,Brand Call-Log,,,,,,
Moksha,7100000780,Moksha Enterprises Har,Brand Call-Log,,,,,,
Moksha,7100000781,Moksha Enterprises Utt,Brand Call-Log,,,,,,
Moksha,7100000782,Moksha Enterprises Tam,Brand Call-Log,,,,,,
Moksha,7100000783,Moksha Enterprises Del,Brand Call-Log,,,,,,
Moksha,7100000784,Moksha Enterprises Guj,Brand Call-Log,,,,,,
Modi,7100000785,Modi Infosol Pvt Ltd Har,Brand Call-Log,,,,,,
Modi,7100000786,Modi Infosol Pvt Ltd Utt,Brand Call-Log,,,,,,
Modi,7100000787,Modi Infosol Pvt Ltd Del,Brand Call-Log,,,,,,
LG,7100000788,LG Electronics India Pvt Ltd Mah,Brand Call-Log,,,,,,
LG,7100000789,LG Electronics India Pvt Ltd Cha,Brand Call-Log,,,,,,
LG,7100000790,LG Electronics India Pvt Ltd Tel,Brand Call-Log,,,,,,
LG,7100000791,LG Electronics India Pvt Ltd Har,Brand Call-Log,,,,,,
LG,7100000792,LG Electronics India Pvt Ltd Utt,Brand Call-Log,,,,,,
LG,7100000793,LG Electronics India Pvt Ltd Kar,Brand Call-Log,,,,,,
LG,7100000794,LG Electronics India Pvt Ltd Tam,Brand Call-Log,,,,,,
LG,7100000795,LG Electronics India Pvt Ltd Del,Brand Call-Log,,,,,,
LG,7100000796,LG Electronics India Pvt Ltd Guj,Brand Call-Log,,,,,,
LG,7100000797,LG Electronics I Pvt Ltd    GSM Mah,Brand Call-Log,,,,,,
LG,7100000798,LG Electronics I Pvt Ltd    GSM Cha,Brand Call-Log,,,,,,
LG,7100000799,LG Electronics I Pvt Ltd    GSM Tel,Brand Call-Log,,,,,,
LG,7100000800,LG Electronics I Pvt Ltd    GSM Har,Brand Call-Log,,,,,,
LG,7100000801,LG Electronics I Pvt Ltd    GSM Utt,Brand Call-Log,,,,,,
LG,7100000802,LG Electronics I Pvt Ltd    GSM Kar,Brand Call-Log,,,,,,
LG,7100000803,LG Electronics I Pvt Ltd    GSM Tam,Brand Call-Log,,,,,,
LG,7100000804,LG Electronics I Pvt Ltd    GSM Del,Brand Call-Log,,,,,,
LG,7100000805,LG Electronics I Pvt Ltd    GSM Guj,Brand Call-Log,,,,,,
Lava,7100000806,Lava International Ltd Mah,Brand Call-Log,,,,,,
Lava,7100000807,Lava International Ltd Cha,Brand Call-Log,,,,,,
Lava,7100000808,Lava International Ltd Tel,Brand Call-Log,,,,,,
Lava,7100000809,Lava International Ltd Har,Brand Call-Log,,,,,,
Lava,7100000810,Lava International Ltd Utt,Brand Call-Log,,,,,,
Lava,7100000811,Lava International Ltd Kar,Brand Call-Log,,,,,,
Lava,7100000812,Lava International Ltd Tam,Brand Call-Log,,,,,,
Lava,7100000813,Lava International Ltd Del,Brand Call-Log,,,,,,
Lava,7100000814,Lava International Ltd Guj,Brand Call-Log,,,,,,
Kent,7100000815,Kent RO Systems Limited Mah,Brand Call-Log,,,,,,
Kent,7100000816,Kent RO Systems Limited Cha,Brand Call-Log,,,,,,
Kent,7100000817,Kent RO Systems Limited Tel,Brand Call-Log,,,,,,
Kent,7100000818,Kent RO Systems Limited Har,Brand Call-Log,,,,,,
Kent,7100000819,Kent RO Systems Limited Utt,Brand Call-Log,,,,,,
Kent,7100000820,Kent RO Systems Limited Kar,Brand Call-Log,,,,,,
Kent,7100000821,Kent RO Systems Limited Tam,Brand Call-Log,,,,,,
Kent,7100000822,Kent RO Systems Limited Del,Brand Call-Log,,,,,,
Kent,7100000823,Kent RO Systems Limited Guj,Brand Call-Log,,,,,,
Kay kay,7100000824,Kay Kay Overseas Corporation Mah,Brand Call-Log,,,,,,
Kay kay,7100000825,Kay Kay Overseas Corporation Tel,Brand Call-Log,,,,,,
Kay kay,7100000826,Kay Kay Overseas Corporation Har,Brand Call-Log,,,,,,
Kay kay,7100000827,Kay Kay Overseas Corporation Kar,Brand Call-Log,,,,,,
Kay kay,7100000828,Kay Kay Overseas Corporation Del,Brand Call-Log,,,,,,
Kay kay,7100000829,Kay Kay Overseas Corporation Guj,Brand Call-Log,,,,,,
Johnson,7100000830,Johnson Controls-Hitachi Air Mah,Brand Call-Log,,,,,,
Johnson,7100000831,Johnson Controls-Hitachi Air Cha,Brand Call-Log,,,,,,
Johnson,7100000832,Johnson Controls-Hitachi Air Tel,Brand Call-Log,,,,,,
Johnson,7100000833,Johnson Controls-Hitachi Air Har,Brand Call-Log,,,,,,
Johnson,7100000834,Johnson Controls-Hitachi Air Utt,Brand Call-Log,,,,,,
Johnson,7100000835,Johnson Controls-Hitachi Air Kar,Brand Call-Log,,,,,,
Johnson,7100000836,Johnson Controls-Hitachi Air Tam,Brand Call-Log,,,,,,
Johnson,7100000837,Johnson Controls-Hitachi Air Del,Brand Call-Log,,,,,,
Johnson,7100000838,Johnson Controls-Hitachi Air Guj,Brand Call-Log,,,,,,
Inter,7100000839,Inter Foto India Pvt Ltd Mah,Brand Call-Log,,,,,,
Inter,7100000840,Inter Foto India Pvt Ltd Kar,Brand Call-Log,,,,,,
Ingram,7100000841,Ingram Micro India Ltd Mah,Brand Call-Log,,,,,,
Ingram,7100000842,Ingram Micro India Ltd Cha,Brand Call-Log,,,,,,
Ingram,7100000843,Ingram Micro India Ltd Tel,Brand Call-Log,,,,,,
Ingram,7100000844,Ingram Micro India Ltd Har,Brand Call-Log,,,,,,
Ingram,7100000845,Ingram Micro India Ltd Utt,Brand Call-Log,,,,,,
Ingram,7100000846,Ingram Micro India Ltd Kar,Brand Call-Log,,,,,,
Ingram,7100000847,Ingram Micro India Ltd Tam,Brand Call-Log,,,,,,
Ingram,7100000848,Ingram Micro India Ltd Del,Brand Call-Log,,,,,,
Ingram,7100000849,Ingram Micro India Ltd Guj,Brand Call-Log,,,,,,
IFB,7100000850,IFB Industries Ltd Mah,Brand Call-Log,,,,,,
IFB,7100000851,IFB Industries Ltd Cha,Brand Call-Log,,,,,,
IFB,7100000852,IFB Industries Ltd Tel,Brand Call-Log,,,,,,
IFB,7100000853,IFB Industries Ltd Har,Brand Call-Log,,,,,,
IFB,7100000854,IFB Industries Ltd Utt,Brand Call-Log,,,,,,
IFB,7100000855,IFB Industries Ltd Kar,Brand Call-Log,,,,,,
IFB,7100000856,IFB Industries Ltd Tam,Brand Call-Log,,,,,,
IFB,7100000857,IFB Industries Ltd Del,Brand Call-Log,,,,,,
IFB,7100000858,IFB Industries Ltd Guj,Brand Call-Log,,,,,,
Hyson,7100000859,Hyson System Ltd Tel,Brand Call-Log,,,,,,
Hyson,7100000860,Hyson System Ltd Har,Brand Call-Log,,,,,,
Hyson,7100000861,Hyson System Ltd Utt,Brand Call-Log,,,,,,
Hyson,7100000862,Hyson System Ltd Kar,Brand Call-Log,,,,,,
Hyson,7100000863,Hyson System Ltd Tam,Brand Call-Log,,,,,,
Hyson,7100000864,Hyson System Ltd Del,Brand Call-Log,,,,,,
Hundia,7100000865,Hundia Infosolutions Pvt Ltd Mah,Brand Call-Log,,,,,,
Hundia,7100000866,Hundia Infosolutions Pvt Ltd Tam,Brand Call-Log,,,,,,
Hundia,7100000867,Hundia Infosolutions Pvt Ltd Guj,Brand Call-Log,,,,,,
HCL,7100000868,HCL Infosystems Limited Mah,Brand Call-Log,,,,,,
HCL,7100000869,HCL Infosystems Limited Cha,Brand Call-Log,,,,,,
HCL,7100000870,HCL Infosystems Limited Tel,Brand Call-Log,,,,,,
HCL,7100000871,HCL Infosystems Limited Har,Brand Call-Log,,,,,,
HCL,7100000872,HCL Infosystems Limited Utt,Brand Call-Log,,,,,,
HCL,7100000873,HCL Infosystems Limited Kar,Brand Call-Log,,,,,,
HCL,7100000874,HCL Infosystems Limited Tam,Brand Call-Log,,,,,,
HCL,7100000875,HCL Infosystems Limited Del,Brand Call-Log,,,,,,
HCL,7100000876,HCL Infosystems Limited Guj,Brand Call-Log,,,,,,
HCL,7100000877,HCL Infosystems Limited Mah,Brand Call-Log,,,,,,
HCL,7100000878,HCL Infosystems Limited Cha,Brand Call-Log,,,,,,
HCL,7100000879,HCL Infosystems Limited Tel,Brand Call-Log,,,,,,
HCL,7100000880,HCL Infosystems Limited Har,Brand Call-Log,,,,,,
HCL,7100000881,HCL Infosystems Limited Utt,Brand Call-Log,,,,,,
HCL,7100000882,HCL Infosystems Limited Kar,Brand Call-Log,,,,,,
HCL,7100000883,HCL Infosystems Limited Tam,Brand Call-Log,,,,,,
HCL,7100000884,HCL Infosystems Limited Del,Brand Call-Log,,,,,,
HCL,7100000885,HCL Infosystems Limited Guj,Brand Call-Log,,,,,,
Havells,7100000886,Havells India Ltd Mah,Brand Call-Log,,,,,,
Havells,7100000887,Havells India Ltd Cha,Brand Call-Log,,,,,,
Havells,7100000888,Havells India Ltd Tel,Brand Call-Log,,,,,,
Havells,7100000889,Havells India Ltd Har,Brand Call-Log,,,,,,
Havells,7100000890,Havells India Ltd Utt,Brand Call-Log,,,,,,
Havells,7100000891,Havells India Ltd Kar,Brand Call-Log,,,,,,
Havells,7100000892,Havells India Ltd Tam,Brand Call-Log,,,,,,
Havells,7100000893,Havells India Ltd Del,Brand Call-Log,,,,,,
Havells,7100000894,Havells India Ltd Guj,Brand Call-Log,,,,,,
Godrej,7100000895,Godrej and Boyce Mfg Co  Ltd Mah,Brand Call-Log,,,,,,
Godrej,7100000896,Godrej and Boyce Mfg Co  Ltd Cha,Brand Call-Log,,,,,,
Godrej,7100000897,Godrej and Boyce Mfg Co  Ltd Tel,Brand Call-Log,,,,,,
Godrej,7100000898,Godrej and Boyce Mfg Co  Ltd Har,Brand Call-Log,,,,,,
Godrej,7100000899,Godrej and Boyce Mfg Co  Ltd Utt,Brand Call-Log,,,,,,
Godrej,7100000900,Godrej and Boyce Mfg Co  Ltd Kar,Brand Call-Log,,,,,,
Godrej,7100000901,Godrej and Boyce Mfg Co  Ltd Tam,Brand Call-Log,,,,,,
Godrej,7100000902,Godrej and Boyce Mfg Co  Ltd Del,Brand Call-Log,,,,,,
Godrej,7100000903,Godrej and Boyce Mfg Co  Ltd Guj,Brand Call-Log,,,,,,
Gibson,7100000904,Gibson Innovations Mah,Brand Call-Log,,,,,,
Gibson,7100000905,Gibson Innovations Cha,Brand Call-Log,,,,,,
Gibson,7100000906,Gibson Innovations Tel,Brand Call-Log,,,,,,
Gibson,7100000907,Gibson Innovations Har,Brand Call-Log,,,,,,
Gibson,7100000908,Gibson Innovations Utt,Brand Call-Log,,,,,,
Gibson,7100000909,Gibson Innovations Kar,Brand Call-Log,,,,,,
Gibson,7100000910,Gibson Innovations Tam,Brand Call-Log,,,,,,
Gibson,7100000911,Gibson Innovations Del,Brand Call-Log,,,,,,
Gibson,7100000912,Gibson Innovations Guj,Brand Call-Log,,,,,,
Fortune,7100000913,Fortune Marketing Pvt Ltd Mah,Brand Call-Log,,,,,,
Fortune,7100000914,Fortune Marketing Pvt Ltd Cha,Brand Call-Log,,,,,,
Fortune,7100000915,Fortune Marketing Pvt Ltd Tel,Brand Call-Log,,,,,,
Fortune,7100000916,Fortune Marketing Pvt Ltd Har,Brand Call-Log,,,,,,
Fortune,7100000917,Fortune Marketing Pvt Ltd Utt,Brand Call-Log,,,,,,
Fortune,7100000918,Fortune Marketing Pvt Ltd Kar,Brand Call-Log,,,,,,
Fortune,7100000919,Fortune Marketing Pvt Ltd Tam,Brand Call-Log,,,,,,
Fortune,7100000920,Fortune Marketing Pvt Ltd Del,Brand Call-Log,,,,,,
Fortune,7100000921,Fortune Marketing Pvt Ltd Guj,Brand Call-Log,,,,,,
Fenda,7100000922,Fenda Audio India Ltd Mah,Brand Call-Log,,,,,,
Fenda,7100000923,Fenda Audio India Ltd Tel,Brand Call-Log,,,,,,
Fenda,7100000924,Fenda Audio India Ltd Har,Brand Call-Log,,,,,,
Fenda,7100000925,Fenda Audio India Ltd Utt,Brand Call-Log,,,,,,
Fenda,7100000926,Fenda Audio India Ltd Kar,Brand Call-Log,,,,,,
Fenda,7100000927,Fenda Audio India Ltd Tam,Brand Call-Log,,,,,,
Fenda,7100000928,Fenda Audio India Ltd Del,Brand Call-Log,,,,,,
Eureka,7100000929,Eureka Forbes Limited Mah,Brand Call-Log,,,,,,
Eureka,7100000930,Eureka Forbes Limited Cha,Brand Call-Log,,,,,,
Eureka,7100000931,Eureka Forbes Limited Tel,Brand Call-Log,,,,,,
Eureka,7100000932,Eureka Forbes Limited Har,Brand Call-Log,,,,,,
Eureka,7100000933,Eureka Forbes Limited Utt,Brand Call-Log,,,,,,
Eureka,7100000934,Eureka Forbes Limited Kar,Brand Call-Log,,,,,,
Eureka,7100000935,Eureka Forbes Limited Tam,Brand Call-Log,,,,,,
Eureka,7100000936,Eureka Forbes Limited Del,Brand Call-Log,,,,,,
Eureka,7100000937,Eureka Forbes Limited Guj,Brand Call-Log,,,,,,
Digital,7100000938,Digital Compusystems Pvt Ltd Del,Brand Call-Log,,,,,,
Digital,7100000939,Digital Compusystems Pvt Ltd Utt,Brand Call-Log,,,,,,
Daikin,7100000940,Daikin Airconditioning(I)Pvt Lt Mah,Brand Call-Log,,,,,,
Daikin,7100000941,Daikin Airconditioning(I)Pvt Lt Cha,Brand Call-Log,,,,,,
Daikin,7100000942,Daikin Airconditioning(I)Pvt Lt Tel,Brand Call-Log,,,,,,
Daikin,7100000943,Daikin Airconditioning(I)Pvt Lt Har,Brand Call-Log,,,,,,
Daikin,7100000944,Daikin Airconditioning(I)Pvt Lt Utt,Brand Call-Log,,,,,,
Daikin,7100000945,Daikin Airconditioning(I)Pvt Lt Kar,Brand Call-Log,,,,,,
Daikin,7100000946,Daikin Airconditioning(I)Pvt Lt Tam,Brand Call-Log,,,,,,
Daikin,7100000947,Daikin Airconditioning(I)Pvt Lt Del,Brand Call-Log,,,,,,
Daikin,7100000948,Daikin Airconditioning(I)Pvt Lt Guj,Brand Call-Log,,,,,,
Creative,7100000949,Creative Peripherals    MH Mah,Brand Call-Log,,,,,,
Creative,7100000950,Creative Peripherals    MH Tel,Brand Call-Log,,,,,,
Creative,7100000951,Creative Peripherals    MH Har,Brand Call-Log,,,,,,
Creative,7100000952,Creative Peripherals    MH Utt,Brand Call-Log,,,,,,
Creative,7100000953,Creative Peripherals    MH Kar,Brand Call-Log,,,,,,
Creative,7100000954,Creative Peripherals    MH Tam,Brand Call-Log,,,,,,
Creative,7100000955,Creative Peripherals    MH Del,Brand Call-Log,,,,,,
Creative,7100000956,Creative Peripherals    MH Guj,Brand Call-Log,,,,,,
Compuage,7100000957,Compuage Infocom Limited Mah,Brand Call-Log,,,,,,
Compuage,7100000958,Compuage Infocom Limited Cha,Brand Call-Log,,,,,,
Compuage,7100000959,Compuage Infocom Limited Tel,Brand Call-Log,,,,,,
Compuage,7100000960,Compuage Infocom Limited Har,Brand Call-Log,,,,,,
Compuage,7100000961,Compuage Infocom Limited Utt,Brand Call-Log,,,,,,
Compuage,7100000962,Compuage Infocom Limited Kar,Brand Call-Log,,,,,,
Compuage,7100000963,Compuage Infocom Limited Tam,Brand Call-Log,,,,,,
Compuage,7100000964,Compuage Infocom Limited Del,Brand Call-Log,,,,,,
Compuage,7100000965,Compuage Infocom Limited Guj,Brand Call-Log,,,,,,
Citifone,7100000966,Citifone Deals Mah,Brand Call-Log,,,,,,
Citifone,7100000967,Citifone Deals Guj,Brand Call-Log,,,,,,
Carrier,7100000968,Carrier Midea India Pvt Ltd Mah,Brand Call-Log,,,,,,
Carrier,7100000969,Carrier Midea India Pvt Ltd Cha,Brand Call-Log,,,,,,
Carrier,7100000970,Carrier Midea India Pvt Ltd Tel,Brand Call-Log,,,,,,
Carrier,7100000971,Carrier Midea India Pvt Ltd Har,Brand Call-Log,,,,,,
Carrier,7100000972,Carrier Midea India Pvt Ltd Utt,Brand Call-Log,,,,,,
Carrier,7100000973,Carrier Midea India Pvt Ltd Kar,Brand Call-Log,,,,,,
Carrier,7100000974,Carrier Midea India Pvt Ltd Tam,Brand Call-Log,,,,,,
Carrier,7100000975,Carrier Midea India Pvt Ltd Del,Brand Call-Log,,,,,,
Carrier,7100000976,Carrier Midea India Pvt Ltd Guj,Brand Call-Log,,,,,,
Canon,7100000977,Canon India Pvt Ltd Mah,Brand Call-Log,,,,,,
Canon,7100000978,Canon India Pvt Ltd Cha,Brand Call-Log,,,,,,
Canon,7100000979,Canon India Pvt Ltd Tel,Brand Call-Log,,,,,,
Canon,7100000980,Canon India Pvt Ltd Har,Brand Call-Log,,,,,,
Canon,7100000981,Canon India Pvt Ltd Utt,Brand Call-Log,,,,,,
Canon,7100000982,Canon India Pvt Ltd Kar,Brand Call-Log,,,,,,
Canon,7100000983,Canon India Pvt Ltd Tam,Brand Call-Log,,,,,,
Canon,7100000984,Canon India Pvt Ltd Del,Brand Call-Log,,,,,,
Canon,7100000985,Canon India Pvt Ltd Guj,Brand Call-Log,,,,,,
BSH,7100000986,BSH Household Appl Manf Pvt Lt Mah,Brand Call-Log,,,,,,
BSH,7100000987,BSH Household Appl Manf Pvt Lt Cha,Brand Call-Log,,,,,,
BSH,7100000988,BSH Household Appl Manf Pvt Lt Tel,Brand Call-Log,,,,,,
BSH,7100000989,BSH Household Appl Manf Pvt Lt Har,Brand Call-Log,,,,,,
BSH,7100000990,BSH Household Appl Manf Pvt Lt Utt,Brand Call-Log,,,,,,
BSH,7100000991,BSH Household Appl Manf Pvt Lt Kar,Brand Call-Log,,,,,,
BSH,7100000992,BSH Household Appl Manf Pvt Lt Tam,Brand Call-Log,,,,,,
BSH,7100000993,BSH Household Appl Manf Pvt Lt Del,Brand Call-Log,,,,,,
BSH,7100000994,BSH Household Appl Manf Pvt Lt Guj,Brand Call-Log,,,,,,
Brilyant,7100000995,Brilyant Distribution(P)Lt-Aple Kar,Brand Call-Log,,,,,,
Brilyant,7100000996,Brilyant Distribution(P)Lt-Aple Tam,Brand Call-Log,,,,,,
Brilyant,7100000997,Brilyant Distribution Pvt Lt-Ac Kar,Brand Call-Log,,,,,,
Brilyant,7100000998,Brilyant Distribution Pvt Lt-Ac Tam,Brand Call-Log,,,,,,
Brightstar,7100000999,Brightstar Telecommunications Mah,Brand Call-Log,,,,,,
Brightstar,7100001000,Brightstar Telecommunications Cha,Brand Call-Log,,,,,,
Brightstar,7100001001,Brightstar Telecommunications Tel,Brand Call-Log,,,,,,
Brightstar,7100001002,Brightstar Telecommunications Har,Brand Call-Log,,,,,,
Brightstar,7100001003,Brightstar Telecommunications Utt,Brand Call-Log,,,,,,
Brightstar,7100001004,Brightstar Telecommunications Kar,Brand Call-Log,,,,,,
Brightstar,7100001005,Brightstar Telecommunications Del,Brand Call-Log,,,,,,
Brightstar,7100001006,Brightstar Telecommunications Guj,Brand Call-Log,,,,,,
Bluestar,7100001007,Bluestar Limited APS Mah,Brand Call-Log,,,,,,
Bluestar,7100001008,Bluestar Limited APS Cha,Brand Call-Log,,,,,,
Bluestar,7100001009,Bluestar Limited APS Tel,Brand Call-Log,,,,,,
Bluestar,7100001010,Bluestar Limited APS Har,Brand Call-Log,,,,,,
Bluestar,7100001011,Bluestar Limited APS Utt,Brand Call-Log,,,,,,
